Reference,Assay,Assay
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,48
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,53
,Positive,4
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,37
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,27
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
,Positive,26
22461701,Positive,112
22461701,Positive,108
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,112
22461701,Positive,108
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,112
22461701,Positive,108
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,112
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,108
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,108
22461701,Positive,
22461701,Positive,
22461701,Positive,112
22461701,Positive,
22461701,Positive,
22461701,Positive,
22461701,Positive,
19655751,Positive,
21918960,Positive,
21918960,Positive,
21918960,Positive,
21918960,Positive,
21918960,Positive,
21918960,Positive,
22691433,Positive,
22691433,Positive,
22750229,Positive,8
22750229,Positive,8
22750229,Positive,8
22750229,Positive,7
22750229,Positive,7
22750229,Positive,7
22750229,Positive,11
22750229,Positive,16
22750229,Positive,16
22750229,Positive,14
22750229,Positive,11
22750229,Positive,11
22750229,Positive,16
22750229,Positive,16
22750229,Positive,16
22750229,Positive,16
22750229,Positive,16
22750229,Positive,16
22750229,Positive,14
22750229,Positive,14
22750229,Positive,14
22750229,Positive,9
22750229,Positive,11
22750229,Positive,11
22750229,Positive,11
22586580,Positive,36
22586580,Positive,36
22586580,Positive,36
22586580,Positive,36
22586580,Positive,36
22586580,Positive,36
22586580,Positive,36
22586580,Positive,36
22586580,Positive,36
22586580,Positive,16
22586580,Positive,16
22586580,Positive,16
22586580,Positive,16
22586580,Positive,16
22586580,Positive,16
22586580,Positive,6
22586580,Positive,6
22586580,Positive,6
22586580,Positive,6
22586580,Positive,6
22586580,Positive,6
22586580,Positive,6
22586580,Positive,6
11986243,Positive,
11986243,Positive,
11986243,Positive,
11986243,Positive,
22706083,Positive,
22706083,Positive,
22526607,Positive,11
22526607,Positive,12
22526607,Positive,11
22526607,Positive,12
22526607,Positive,12
22526607,Positive,12
22526607,Positive,9
22526607,Positive,10
22526607,Positive,9
22526607,Positive,10
22526607,Positive,10
22526607,Positive,10
22526607,Positive,9
22526607,Positive,24
22526607,Positive,24
22526607,Positive,24
22526607,Positive,27
14770087,Positive,
14770087,Positive,
22484809,Positive,
22267603,Positive,
22267603,Positive,
22267603,Positive,
22267603,Positive,
22267603,Positive,
22267603,Positive,
22537173,Positive,
22537173,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22522618,Positive,
22484809,Positive,
22484809,Positive,
22484809,Positive,
22484809,Positive,
22484809,Positive,
22685312,Positive,8
22685312,Positive,
22685312,Positive,
22685312,Positive,
22685312,Positive,
22740564,Positive,
22740564,Positive,
22740564,Positive,
22508927,Positive,2
22740564,Positive,
22508927,Positive,2
22997432,Positive,15
22997432,Positive,31
22997432,Positive,17
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22997432,Positive,31
22952231,Positive,
22952231,Positive,
22952231,Positive,9
22952231,Positive,10
22952231,Positive,9
22952231,Positive,10
22952231,Positive,6
22952231,Positive,6
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,
22952231,Positive,10
22952231,Positive,10
17942545,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
22996368,Positive,
20886101,Positive,
22735080,Positive,3
22735080,Positive,3
22735080,Positive,1
22735080,Positive,1
22735080,Positive,3
22735080,Positive,3
19423550,Positive,
19423550,Positive,
19423550,Positive,
22645359,Positive,
22645359,Positive,
22645359,Positive,
22645359,Positive,5
22996368,Positive,
22996368,Positive,
22735080,Positive,
22735080,Positive,
22735080,Positive,
22735080,Positive,
22735080,Positive,2
22735080,Positive,2
23015716,Positive,5
23015716,Positive,5
23015716,Positive,5
23015716,Positive,5
23015716,Positive,5
23015716,Positive,4
23015716,Positive,2
23015716,Positive,1
23015716,Positive,
23015716,Positive,
22508289,Positive,
22508289,Positive,
22508289,Positive,
22508289,Positive,
22508289,Positive,
22508289,Positive,
22508289,Positive,
22508289,Positive,
22491788,Positive,9
22491788,Positive,9
22886850,Positive,2
22886850,Positive,
22886850,Positive,2
22886850,Positive,
22886850,Positive,
22886850,Positive,2
22886850,Positive,8
22886850,Positive,2
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22886850,Positive,
22052242,Positive,
22052242,Positive,5
22052242,Positive,
22052242,Positive,5
23155466,Positive,
23155466,Positive,
23155466,Positive,
23155466,Positive,
23155466,Positive,
23155466,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23144892,Positive,
23202497,Positive,6
23202497,Positive,6
23202497,Positive,6
23202497,Positive,6
23202497,Positive,6
22920436,Positive,
22920436,Positive,
22920436,Positive,
22920436,Positive,
22920436,Positive,
23209413,Positive,7
23209413,Positive,6
23209413,Positive,
23209413,Positive,
23209413,Positive,
23209413,Positive,4
23209413,Positive,
23209413,Positive,
22536994,Positive,5
23209413,Positive,
23209413,Positive,7
22536994,Positive,1
22536994,Positive,1
22536994,Positive,1
22536994,Positive,1
22944914,Positive,
22944914,Positive,
22944914,Positive,
22944914,Positive,
23209413,Positive,3
23209413,Positive,4
23209413,Positive,
22930221,Positive,
22930221,Positive,
22930221,Positive,
22930221,Positive,
22930221,Positive,
22930221,Positive,
22930221,Positive,
22930221,Positive,
22930221,Positive,
23251518,Positive,
23251518,Positive,
23251518,Positive,
23251518,Positive,
23161907,Positive,
23161907,Positive,
23161907,Positive,
23161907,Positive,
23161907,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
22936177,Positive,
23272059,Positive,
23272059,Positive,
23272059,Positive,
23272059,Positive,
23272059,Positive,
23272059,Positive,
22102287,Positive,
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
21179445,Positive,10
23272059,Positive,
23272059,Positive,
23272059,Positive,
23272059,Positive,
23272059,Positive,
23272059,Positive,
22508927,Positive,15
22508927,Positive,33
22508927,Positive,33
22508927,Positive,33
22508927,Positive,33
22508927,Positive,16
22508927,Positive,3
22508927,Positive,15
22508927,Positive,33
22508927,Positive,33
22508927,Positive,33
22508927,Positive,5
22508927,Positive,13
22508927,Positive,33
22508927,Positive,12
22508927,Positive,33
22508927,Positive,33
22508927,Positive,33
22508927,Positive,16
22508927,Positive,33
22508927,Positive,2
22508927,Positive,3
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23255554,Positive,
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23304188,Positive,5
23042025,Positive,
23042025,Positive,
23301543,Positive,
23301543,Positive,
23100361,Positive,4
23100361,Positive,2
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23146941,Positive,24
23301543,Positive,
23301543,Positive,
23301543,Positive,
23267020,Positive,12
23267020,Positive,23
23267020,Positive,7
23267020,Positive,9
23267020,Positive,10
23267020,Positive,23
23267020,Positive,16
23267020,Positive,8
23267020,Positive,14
23267020,Positive,12
23267020,Positive,8
23267020,Positive,15
23267020,Positive,16
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
,Positive,1
23267020,Positive,13
23267020,Positive,24
23267020,Positive,24
23267020,Positive,17
23267020,Positive,17
23267020,Positive,8
23267020,Positive,8
23267020,Positive,15
23267020,Positive,10
23267020,Positive,13
23267020,Positive,11
